Year,System Code,System,School Code,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Hispanic/Latino,Economically Disadvantaged,93,*,*,*,*,21,22.58,*,*,48,51.61,15,16.13
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Hispanic/Latino,Military Family,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Hispanic/Latino,Non-Economically Disadvantaged,41,*,*,*,*,*,*,*,*,16,39.02,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Other Ethnicity,All SubPopulation,1842,22,~,840,45.60,*,*,*,*,875,47.50,97,5.27
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Other Ethnicity,Homeless,15,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Other Ethnicity,Students with Disabilities,457,*,*,186,40.70,*,*,*,*,240,52.52,25,5.47
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Other Ethnicity,General Education Students,1385,18,~,654,47.22,*,*,*,*,635,45.85,72,5.20
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Other Ethnicity,Economically Disadvantaged,1162,*,*,659,56.71,*,*,*,*,431,37.09,60,5.16
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Other Ethnicity,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Other Ethnicity,Military Family,15,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Pre K,Male,Other Ethnicity,Non-Economically Disadvantaged,680,15,~,181,26.62,*,*,*,*,444,65.29,37,5.44
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,All SubPopulation,55412,715,~,17378,31.36,2340,~,167,~,30532,55.10,4280,7.72
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,Students with Limited English Proficiency,4610,262,5.68,96,~,1629,35.34,89,~,1884,40.87,650,14.10
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,Homeless,1363,*,*,632,46.37,97,7.12,*,*,454,33.31,170,12.47
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,Migrant,145,*,*,*,*,82,56.55,*,*,37,25.52,18,12.41
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,Students with Disabilities,8761,80,~,2604,29.72,199,~,13,~,5193,59.27,672,7.67
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,General Education Students,46651,635,~,14774,31.67,2141,~,154,~,25339,54.32,3608,7.73
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,Economically Disadvantaged,38346,330,~,15433,40.25,1865,~,126,~,17252,44.99,3340,8.71
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,Foster,338,*,*,80,23.67,*,*,*,*,226,66.86,29,8.58
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,Military Family,957,11,~,286,29.89,*,*,*,*,540,56.43,104,10.87
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,All Ethnicity,Non-Economically Disadvantaged,17066,385,~,1945,11.40,475,~,41,~,13280,77.82,940,5.51
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,All SubPopulation,6913,49,~,274,~,1983,28.69,110,~,3285,47.52,1212,17.53
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,Students with Limited English Proficiency,4127,31,~,35,~,1606,38.91,81,~,1762,42.69,612,14.83
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,Homeless,237,*,*,*,*,86,36.29,*,*,72,30.38,69,29.11
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,Migrant,128,*,*,*,*,79,61.72,*,*,31,24.22,16,12.50
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,Students with Disabilities,742,*,*,42,5.66,139,18.73,*,*,400,53.91,151,20.35
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,General Education Students,6171,45,~,232,~,1844,29.88,104,~,2885,46.75,1061,17.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,Economically Disadvantaged,5447,37,~,228,~,1635,30.02,85,~,2489,45.69,973,17.86
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,Foster,19,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,Military Family,106,*,*,11,10.38,*,*,*,*,63,59.43,23,21.70
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Hispanic/Latino,Non-Economically Disadvantaged,1466,12,~,46,~,348,23.74,25,~,796,54.30,239,16.30
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,All SubPopulation,48499,666,~,17104,35.27,357,~,57,~,27247,56.18,3068,6.33
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,Students with Limited English Proficiency,483,231,47.83,61,12.63,23,~,*,*,122,25.26,38,7.87
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,Homeless,1126,*,*,626,55.60,11,~,*,*,382,33.93,101,8.97
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,Migrant,17,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,Students with Disabilities,8019,76,~,2562,31.95,60,~,*,*,4793,59.77,521,6.50
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,General Education Students,40480,590,~,14542,35.92,297,~,50,~,22454,55.47,2547,6.29
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,Economically Disadvantaged,32899,293,~,15205,46.22,230,~,41,~,14763,44.87,2367,7.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,Foster,319,*,*,78,24.45,*,*,*,*,216,67.71,24,7.52
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,Military Family,851,*,*,275,32.31,*,*,*,*,477,56.05,81,9.52
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,All Gender,Other Ethnicity,Non-Economically Disadvantaged,15600,373,~,1899,12.17,127,~,16,~,12484,80.03,701,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,All SubPopulation,26734,342,~,8491,31.76,1102,~,98,~,14599,54.61,2102,7.86
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,Students with Limited English Proficiency,2218,126,5.68,55,~,752,33.90,51,~,911,41.07,323,14.56
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,Homeless,675,*,*,326,48.30,41,6.07,*,*,216,32.00,85,12.59
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,Migrant,60,*,*,*,*,34,56.67,*,*,15,25.00,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,Students with Disabilities,2826,24,~,814,28.80,55,~,*,*,1713,60.62,215,7.61
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,General Education Students,23908,318,~,7677,32.11,1047,~,93,~,12886,53.90,1887,7.89
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,Economically Disadvantaged,18530,173,~,7562,40.81,878,~,71,~,8195,44.23,1651,8.91
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,Foster,158,*,*,42,26.58,*,*,*,*,98,62.03,15,9.49
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,Military Family,499,*,*,163,32.67,*,*,*,*,280,56.11,44,8.82
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,All Ethnicity,Non-Economically Disadvantaged,8204,169,~,929,11.32,224,~,27,~,6404,78.06,451,5.50
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,All SubPopulation,3339,29,~,133,~,919,27.52,66,~,1617,48.43,575,17.22
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,Students with Limited English Proficiency,1965,17,~,21,~,738,37.56,46,~,844,42.95,299,15.22
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,Homeless,115,*,*,*,*,38,33.04,*,*,38,33.04,32,27.83
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,Migrant,52,*,*,*,*,32,61.54,*,*,13,25.00,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,Students with Disabilities,220,*,*,15,6.82,32,14.55,*,*,117,53.18,52,23.64
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,General Education Students,3119,27,~,118,~,887,28.44,64,~,1500,48.09,523,16.77
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,Economically Disadvantaged,2614,22,~,106,~,751,28.73,49,~,1214,46.44,472,18.06
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,Military Family,47,*,*,*,*,*,*,*,*,27,57.45,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Hispanic/Latino,Non-Economically Disadvantaged,725,*,*,27,~,168,23.17,17,~,403,55.59,103,14.21
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,All SubPopulation,23395,313,~,8358,35.73,183,~,32,~,12982,55.49,1527,6.53
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,Students with Limited English Proficiency,253,109,43.08,34,13.44,14,5.53,*,*,67,26.48,24,9.49
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,Homeless,560,*,*,322,57.50,*,*,*,*,178,31.79,53,9.46
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,Migrant,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,Students with Disabilities,2606,22,~,799,30.66,23,~,*,*,1596,61.24,163,6.25
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,General Education Students,20789,291,~,7559,36.36,160,~,29,~,11386,54.77,1364,6.56
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,Economically Disadvantaged,15916,151,~,7456,46.85,127,~,22,~,6981,43.86,1179,7.41
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,Foster,148,*,*,40,27.03,*,*,*,*,93,62.84,14,9.46
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,Military Family,452,*,*,155,34.29,*,*,*,*,253,55.97,36,7.96
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Female,Other Ethnicity,Non-Economically Disadvantaged,7479,162,~,902,12.06,56,~,*,*,6001,80.24,348,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,All SubPopulation,28678,373,~,8887,30.99,1238,~,69,~,15933,55.56,2178,7.59
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,Students with Limited English Proficiency,2392,136,5.69,41,~,877,36.66,38,~,973,40.68,327,13.67
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,Homeless,688,*,*,306,44.48,56,8.14,*,*,238,34.59,85,12.35
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,Migrant,85,*,*,*,*,48,56.47,*,*,22,25.88,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,Students with Disabilities,5935,56,~,1790,30.16,144,~,*,*,3480,58.64,457,7.70
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,General Education Students,22743,317,~,7097,31.21,1094,~,61,~,12453,54.76,1721,7.57
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,Economically Disadvantaged,19816,157,~,7871,39.72,987,~,55,~,9057,45.71,1689,8.52
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,Foster,180,*,*,38,21.11,*,*,*,*,128,71.11,14,7.78
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,Military Family,458,*,*,123,26.86,*,*,*,*,260,56.77,60,13.10
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade K,Male,All Ethnicity,Non-Economically Disadvantaged,8862,216,~,1016,11.46,251,~,14,~,6876,77.59,489,5.52
